aid,bvid,cid,comment,created_time,length,play,title
66620464,BV1c4411y7gy,115534700,8759,1567603275,10:21,370994,【超硬核！一次拆开一个月的快递，到底有多爽？】pr礼包开箱 购物分享#03
60743368,BV1ht411j7X8,105724706,1328,1564068385,13:56,359275,【恋爱vlog#12】肥仔吃香港 | 甜甜的恋爱，就是一起长胖。
61362504,BV1Rt411F7Qt,106739739,1883,1564453829,14:02,349316,129斤肥宅 化完妆穿上小裙子 直接逆袭！【华丽款小裙子 | 初体验】
63306039,BV1A4411Q741,109926977,1415,1565593447,19:09,419074,被邀请去顶级晚宴，2500一晚的酒店，华丽变身。【嫂vlog-伪名媛变身计】
60056601,BV1Wt411E715,104583021,2804,1563674455,09:13,306440,【黑历史仿妆】八年前最in妆容大赏！非主流的mini vlog |外加近期护肤分享|
64311443,BV1V4411o7th,111653078,1307,1566138953,07:37,509804,【吃播|初体验】暴风进食！减肥20天后，我终于等到了第一个开放日。
65039669,BV1T4411r7VY,112867390,1155,1566567194,12:25,547352,【红黑榜】近半年用过的护肤分享||适用于毛孔粗大 内干外油 换季易敏感肤质
65635580,BV1f4411B78k,113880806,2000,1566917513,14:15,628658,无理房东，逼我24h马上搬家，我为何放弃维权？|| 租房干货 新家roomtour
67886427,BV19J411A7bS,117656725,1862,1568551509,12:18,306692,【嫂】微胖也友好？128斤165cm古风小裙子分享
66949297,BV1w4411C7SE,116084575,3288,1567860159,11:50,764198,【嫂】口红富婆的此生挚爱top12！|高级少女感|黄皮显白0失误指南||良心分享
67451510,BV1aJ411P7s7,116953702,2793,1568286044,18:24,315438,【嫂】恋爱vlog#13 交换身份！烂脸期mini化妆&护肤分享
67733093,BV17J411A7Xq,117413126,6629,1568459403,04:51,125051,【嫂】敏感皮||30天兰蔻小黑瓶2代实测
68176241,BV11J411g7Zg,118201202,1074,1568803967,13:02,528081,【嫂】百元向0差评？性价比top1合集！护肤&彩妆一套搞定！
68491210,BV1XJ411u7cJ,118703442,1800,1569054637,12:32,334014,【嫂】小公爷vs俏娇娘？保姆级古风妆容分享
69117519,BV1kJ411T7e5,119759488,3101,1569571217,08:34,1261006,【嫂】 中国式性感？短发微胖也可以风情万种！女人味爆棚的旗袍娇媚妆！
70183847,BV18E411D7ns,121587993,1896,1570271964,08:07,566024,【嫂】清纯女学生？烂脸期的逆天改命妆！无眼线so简单！
46264236,BV1Hb411H7LH,81053540,3835,1552564797,11:16,309809,【嫂】超强变脸术|荧光粉也可以很好看|GRWM|我的恋爱观
46646126,BV1zb411n7m7,81710662,2178,1552896865,17:28,328863,【异地恋|跨越山河去奔现，是一种什么体验？】时差七小时|恋爱vlog|中国&意大利
46998695,BV15b41177fQ,82318530,19288,1553248063,09:33,793086,【11支MAC最热门口红分享|无滤镜无美颜】种草|断货王|实测|黄皮显白|
47502239,BV1Ab411x75P,83178122,2660,1553688141,10:23,2704146,【晚间护肤 | 黄皮到白皮，痘肌到无瑕我都用了啥？】防晒美白 | 身体护理 | 美白大法
48090564,BV1zb411p7e8,84237900,4529,1554205574,16:13,376566,【GRWM|日系软妹光泽妆】聊聊我的压力和近况| 水逆再见！负能量886！|一次在镜头前崩溃
48492842,BV1Eb41137S7,84918746,7119,1554548321,14:08,323430,【肥宅变女团我经历了什么？】化妆术修图术 | 超干货分享
49630580,BV1xb41157E6,86890096,1666,1555504475,16:09,446290,【聊聊自媒体行业】我的经验分享 |如何当一个博主？ 设备|剪辑|内容|压力|心态
49727165,BV1ob41157Gw,87064152,2505,1555594663,19:02,432314,【恋爱vlog#09】成年人的夜生活，是真的不好玩 | 我最爱的平价刷具| D罩杯胖仔内衣分享|
49313794,BV18b411L7z7,86344482,3099,1555237580,20:22,601367,【恋爱vlog#08】小别胜新婚 | 我们终于见面了！一起参加发布会 |清华保研第一名经验分享| 超长下饭版
50218956,BV1Nb411G7z6,87908745,4469,1555989204,06:57,205889,【和风物语|五分钟学会古灵精怪の撞色系妆容】日常心机妆|超简单|宝剑嫂x资生堂|
21729002,BV1xW411M7V3,35828908,334,1523005758,15:51,88925,[vlog] 曼谷芭提雅 和我提前过夏天吧~
22611721,BV1ZW411G7o1,37507526,355,1524753615,05:35,63933,【嫂#挑战】超颠簸车里画一个完整妆容 ！巨型羞耻的一天
23550915,BV1mp411Z7kd,39303656,338,1526556959,06:16,98770,【嫂】 超简单 意乱情迷妆容
23080014,BV1Vp411f7mV,38388631,289,1525618165,07:00,82345,【嫂】一个很丧很暗黑的妆 单品不超过100元 /
23206947,BV1Xp411f7eg,38633334,262,1525866563,10:34,157045,【嫂】低至十元！MUJI无限回购产品有哪些?/ 彩妆 / 文具 /
23510523,BV1yp411Z7Sn,39218403,311,1526469335,12:20,78646,【嫂#测评】奶油肌底妆 八小时实测 + vlog在家撸猫的日常 [ad]
15513767,BV1px411M73p,25247152,347,1508331468,12:48,130372,痘脸瑕疵肌的平价亲妈级粉底液 只要八十元！人人都是无暇女孩！/ 换季爱用品推荐/ GRWM
15946103,BV18x411E72K,26021930,370,1509604216,04:42,231796,你见过这样的骚操作吗？做作猪精女孩的日常变脸
16277420,BV1mx41157rU,26560751,340,1510538430,15:39,164970,【自助染发】58元我居然染出了1580元的网红孔雀蓝！
16554752,BV1kx411V7kR,27002795,788,1511316050,17:49,588615,[GRWM] 超简单整容级化妆术 / 女装大佬的自我修养 / 今天您换脸了吗？
14994042,BV1Rx411g76o,24424010,872,1506935137,15:04,280121,闭口痘痘全拜拜！两周快速修复大法！屏障修复科普 / 护肤技巧及雷区
15360311,BV1Tx411g7ZY,25001601,1172,1507911921,22:57,420066,三分运动七分饮食  我的三十斤暴瘦经历了什么？
14621856,BV17x411x7Lf,23840070,230,1505872814,03:12,119309,【宝剑嫂】丧气满满 - 酷出宇宙天际妆  /  平价 / 变脸 / 痘油皮 / 无人声纯听歌向
14689401,BV1Vx411G7Jj,23945444,308,1506071648,13:57,197584,【宝剑嫂】50元 ！染个自然又显白！出门被人夸的头发！ 欢度国庆吧！/ 自助染发 / 废话up
17032369,BV1eW411Y7d4,27838341,468,1512647662,19:54,153237,约会前 猪猪女孩都经历了什么？
17928153,BV1EW411B7rQ,29267259,840,1514977530,12:42,379824,从肥宅到男神再到妖艳贱货 | 我经历了什么 ？
18373831,BV1AW411v7yQ,29991354,431,1516095032,14:07,211306,【学生党送礼指南】均价50块 物美价廉 能买些啥！
19025750,BV1jW411H78A,31037666,371,1517542222,11:56,73648,【嫂】vlog#01 一些有幸福感 开心的日常
19431844,BV13W411E7AN,31688252,2263,1518319818,19:09,194526,超详细！手残党都能画的新手妆！包学包会！
20039315,BV1bW41147Zr,32692752,408,1519545604,09:14,151390,把弟弟画成我 - 弟弟长大了会捶死我的视频
95325421,BV1aE411K7vp,162703749,5437,1584007529,10:56,3419235,第一次穿jk制服给男朋友看，结果居然...
96803062,BV1F7411Z7JL,165265328,12288,1584355002,05:47,2128036,B站唯一敢做这件事的情侣
97775739,BV1hE411N7Q1,166785041,3136,1584702020,09:23,377015,八分钟教你变成娇俏小女人！
98408907,BV1DE411F7fv,167982395,1807,1584866494,13:49,269923,【激动到缺氧】7款全网最火保湿产品分析！养肤散粉？美白精华？敏感皮请进！
99007785,BV1m741127W1,168993591,1302,1585057715,08:47,364608,【99%的新手党会犯错的底妆技巧！】收藏夹必有我系列！
285009114,BV1Dc41187e3,169883036,2516,1585216321,15:31,711530,察言观色10级！张新成在线唱情歌，宝剑嫂彻底失控！【UP！大明星】
967752377,BV1Ap4y1y7eP,178652827,2275,1586937790,15:11,673302,我的钱都去哪里了？鞋子香水！我恨你们！
200124210,BV1vz411b7Ye,170285049,1092,1585306836,09:09,336069,【嫂】黄皮自救指南||穿搭 修图 化妆 防晒！夏天之前一起白成闪电吧！
327565698,BV1QA41187sk,171245055,1362,1585566020,02:01,433305,我们一黑一白，本来就不该在一起 || 创意mini片
967742015,BV1cp4y1y72p,174192509,2490,1586080825,06:21,1808271,玩大了！一不小心让男朋友给我磕了个头！
752715278,BV1Tk4y1R7C8,175193314,2750,1586266014,08:58,506081,要求男友低成本帮我拍女团照，拍成了个啥？
540491516,BV1gi4y1b7xB,184260879,3641,1588069837,08:01,1392963,我傻了，和男朋友互换衣服，他直接把我裙子崩了？
882649010,BV1tK4y1r7wk,177761114,1433,1587031233,10:28,694295,男友抢我相机硬要当美妆博主，结果居然...
967877769,BV12p4y1X7cG,181995082,1760,1587607558,08:08,429121,爆雷！第一次下血本买全套口红，结果居然...
837905975,BV14g4y1z7Wh,183002325,1257,1587808819,12:24,615603,男友控制我的48小时，我再也不玩随机挑战了！！
200548300,BV1Tz411q7Ft,185975550,2167,1588405609,08:07,309084,橘发首投！巨无霸显白神仙口红分享！无滤镜无美颜！|| muf全系列自费试色
583042526,BV1tz4y1R7qu,186940908,3727,1588592617,12:01,557291,【嫂】在有限人生，带给我无限幸福感的小玩意！
753032443,BV1Tk4y1k7zS,188607606,1378,1588941650,15:33,402020,全网最像谢可寅仿妆！画完都是美少女！【小猪姐姐x宝剑嫂】
925650986,BV1VT4y1u7vD,189839809,1332,1589202215,07:39,732949,男朋友给我染头，找我要2888，给还是不给？
413232847,BV1PV411C7Fq,190643951,2909,1589371517,14:14,613425,给老妈化妆！结果居然！！！太美了吧！
925704158,BV1BT4y1u73t,190883073,1219,1589444648,13:09,590041,张雨绮：其实我温柔似水  嫂子不淡定了...【UP！大明星】
668175213,BV1Ra4y1i7Ln,192127571,4816,1589712216,12:12,1552355,微胖女生穿汉服到底可以多性感？！
285810506,BV1Ef4y127uT,196008186,1188,1590660356,09:26,412276,vlog厦门：3天长胖6斤是什么体验？！
625840299,BV19t4y1C73w,196358167,4032,1590744644,10:13,1442140,我真没想到！在女明星的房间，她给我做了这样的事！
795862309,BV1qC4y1p7k9,196821249,2778,1590839385,04:48,454490,揭秘！真正的女明星到底用什么？！！
243389030,BV1mv411z7Dt,197574304,1325,1591013163,05:19,788190,一次昂贵的约会，男朋友居然带我来这种地方！
413489903,BV1kV411r7gb,199613322,3576,1591520429,10:11,1981061,情侣摆摊一小时收入5000块，当场花完，爽！
583434861,BV1Uz4y197Ns,200531524,5201,1591761935,13:24,343988,【嫂】618最值得购买的top7！爆炸好用清单！
328437518,BV1uA411B7sk,200915836,1005,1591872619,04:43,363536,狗：“我可能不是人，但你是真的狗！”
710920805,BV1BQ4y1P7YC,201197501,851,1591952837,09:21,231877,微胖女生的夏天是什么样？玻璃唇哑光肌甜辣妆！
77839188,BV1ZJ411z7nT,133274747,1222,1575345621,06:55,1810628,惊了！百万up主今年最后1个flag竟然是...
77901159,BV1vJ411q7Ej,133363089,947,1575367236,14:17,309744,【嫂】GRWM用新买的彩妆画个妆！无广！一个重大决定！唠唠规划和生活～
78055015,BV1WJ411B7Lv,133545222,5513,1575464702,15:02,377775,【爆爽种草&吐槽！双十一快递合集】pr礼包开箱 购物分享！
78403638,BV1qJ411e7QD,134142988,5285,1575721352,11:14,421892,【嫂】两款妆容详解？百元内，神仙化妆工具！
79007466,BV1LJ411C7NX,135203284,2472,1576156092,10:36,1110937,包下价值两亿的庄园，130斤贵族小姐的日常！优雅浪漫英式妆～
79628713,BV1PJ411r7kr,136279348,891,1576581091,16:04,489174,【嫂】年度分享｜从贫民窟到伪贵妇，我都买了些啥包？
80259665,BV18J411s7JZ,137343569,4962,1577020890,09:54,367982,【嫂】价值万元的圣诞限量款测评合集！
81018647,BV1PJ411a75M,138662300,740,1577538345,08:39,451959,【嫂vlog】在零下7°C的故宫，穿还原版绝美古装是什么体验？
81208583,BV1AJ411Y7dP,138972346,2123,1577633754,06:54,390979,【R1SE】潜入后台，一起跳抖肩舞是什么体验？星光大赏满足你！
81391725,BV1uJ411h7ng,139294128,1262,1577774708,05:19,1261844,扎心了！原来，UP主们在2020年想要做这些…
81648572,BV11J411b7e2,139710560,1745,1577879927,07:36,648750,【中国式审美?百年妆造变迁】万元绝版古装 故宫高清实拍！
81768412,BV1aJ411877x,139902788,2417,1577962857,04:04,323844,【嫂】啊啊绝美！AB面妆容！气场？仙气？YSL秋冬色号大赏！
82600222,BV1uJ411G7dR,141317150,1079,1578490222,16:35,384138,【嫂】2020计划，过年我准备带啥回家？|护肤&彩妆近期汇总
82866963,BV1vJ411H7mb,141767851,5578,1578659808,05:26,7984175,偷偷在男朋友被子下面放100个尖叫鸡，他回家后...
83708093,BV1UJ41177fM,143183315,1498,1579183219,06:31,573067,【嫂】手残党进！3分钟快速打造无瑕透亮好皮肤！天生好皮soeasy！ft.LUNASOL粉霜
83847658,BV1aJ411E7xy,143358956,2429,1579261205,11:37,704580,粉丝见面会，我被当场单膝下跪逼婚？！我傻了...
83984920,BV1F7411q71t,143665320,1236,1579342432,11:03,865691,【嫂】眼睛放大术｜干货汇总之收藏夹必有我系列～超高清 无废话！
85120948,BV1z7411k7wy,145532912,8474,1580033885,10:18,8357424,B站7000w播放能赚多少钱？兑现承诺，一次用完！
87391724,BV1N741187Mt,149324807,1344,1581134715,12:34,591241,【嫂】别让女生一个人在家，不然她会...
88036798,BV1w7411t7xy,150334881,1848,1581341051,04:20,403105,【嫂】高级感富贵大小姐妆｜韩剧财阀女一号就是你
88209916,BV1t741157fD,150678276,3027,1581414572,05:47,3104900,偷偷在懒人沙发里放满气球，我直接把男友炸飞天...
89225453,BV167411J7Xq,152397527,1315,1581774284,06:21,817336,【嫂】四个月！脸终于好了！0踩雷分享！
89464415,BV1p7411E7Lz,152802388,1833,1581860583,08:31,292972,【嫂】春天来了？7mins搞定人手必备清爽元气妆！
90333202,BV1X7411A7rN,154270987,3622,1582188608,07:08,911509,男朋友不爱看甜宠剧？打一顿就好了！
90907803,BV1i7411c7Dw,155215119,3854,1582423533,07:15,4187148,玩大了！假装砸了男朋友的绝版乐高，结果居然...
91924736,BV1U7411K7qW,156958196,1128,1582722438,04:06,768515,当我送男朋友一瓶790元的护肤品....
92182733,BV147411N7n5,157387451,2073,1582809729,10:39,455753,朋友圈点赞100+网骗妆||五官普通如何将优点最大化？
92667984,BV1SE411J7AN,158215176,9558,1582979975,14:07,640392,惊！你绝对不知道女生的化妆间到底多恐怖！
93388049,BV1FE41147sC,159444816,3694,1583232854,07:23,538206,【嫂】好用又划算 | 38节超值购物清单！平价贵价top4！
93902665,BV1jE411W7XG,160319594,987,1583399139,11:52,650016,鸩凫虖峄…满屏生僻字？“脱线女孩”祖鹅在线求放过！【UP！大明星】
50524418,BV154411h7BU,88453525,2072,1556279427,08:47,351007,【嫂】从满脸油光的粗汉 到人见人爱初恋脸| 芒果气泡水妆 | 恋爱vlog#10
50763917,BV1d4411b7xn,88875110,5750,1556456946,14:33,384451,【低至十元 | 神仙彩妆合集】我的泰国购物分享！好看到哭！|无推广|
50838906,BV1E441187Me,89017481,2749,1556530973,10:40,483905,【嫂】底妆选的好 瑕疵都没有 |巨好用超高清| 养肤粉底液测评
50965297,BV1j4411t7hK,89237585,17768,1556634686,12:11,631393,【我都震惊了！10天收到了多少快递？】巨爽无比！pr礼包大开箱！购物分享！
51412513,BV114411v7U9,89990470,1725,1556961248,13:47,452026,【恋爱vlog#11】 平凡的生活值得纪念的瞬间 |两个人四只猫 | 自己做饭 | 打卡星空恋语乌龙茶
52029321,BV1e4411Y7iY,91053170,11528,1557486137,09:29,506944,【嫂】从新手到老手的进阶换头术 | 三个日常妆容分享 | 200元预算口红top3
53166705,BV1R4411j7aj,93016568,1487,1558436144,12:19,408942,【嫂】今天是个小学妹|夏日蜜桃夹心软糖妆| GRWM聊聊减肥
53792469,BV124411p78s,94094884,1318,1558960062,08:34,333828,【嫂】回炉重造之欧美妆初尝试| 肿眼泡的眼妆分享 new style make-up
53863058,BV1g4411W7ne,94217788,2359,1559030656,13:15,296435,【新加坡vlog】超感慨的一次线下活动 | 亚洲最大的研发中心 | 附加OLAY小白瓶一个月实测
54466037,BV1w4411H7fn,95264619,12377,1559556004,11:15,625855,【超燃】百元向 | 我不允许你不知道的国货top9！
52654456,BV1z4411J7ZA,92146002,3895,1558012930,12:32,283900,【嫂】迪士尼vlog |漂亮姐姐和河豚妹妹| 超开心的一天！
54456607,BV1D4411n7up,95250145,7226,1559563249,06:03,1793455,2019高考加油！UP主联合应援2019年高考
54620515,BV154411M7v1,95547609,2377,1559721991,10:57,359993,【嫂】十分钟get日常可出门厌世脸|小松菜奈&水原希子灵感妆 | 原来丧气眼才是放大眼睛的最终奥义
55347320,BV1A4411P7iu,96773936,3965,1560322741,11:58,338717,【新手向保姆级】胖仔变女神 | 荷尔蒙增加200％改变气质妆容 | 化妆工具详解
55801330,BV1j441157RW,97539891,6238,1560691104,14:57,476133,【平价向|绝不可错过的618清单】这一波没看就是血亏，看到就是赚到。
57028416,BV1ax411d7qW,99599408,9958,1561640622,16:28,1869581,【讨好型人格？社交0情商？】毕业后才明白的残酷真相 | 干货篇 | 人际交往，你踩过这些雷吗？
57920634,BV1q4411A7oA,101071550,2110,1562304659,08:07,574186,【嫂 】平采娜仿妆 | 国风感红唇妆 | 评论说我像小水，仿了才发现，只有性别像。
54740001,BV1D4411M7aS,95749890,1123,1559827622,16:12,452221,15家网红店，我居然只花了300元？！带你逛最地道的网红之都-杭州！
58752970,BV1pt411571e,102441150,1425,1562840207,07:20,453349,【1秒都无法离开！0差评好物分享！】 What’s in妇联主任’s  Bag?
59154709,BV1Zt411V7Fd,103086501,820,1563097778,13:36,418140,【在家工作，是一种什么神仙体验？】roomtour＋vlog跟我过一天
34110635,BV1rt411d7nr,59748804,387,1539870640,13:08,100378,【嫂】湖南人在成都  | 爆火建设路小吃一条街 | 湖南全智吃的日常
34177762,BV1Vt411o7DA,59871316,753,1539958037,15:31,172251,【嫂】Roomtour | 一个人三只猫| 生活的仪式感 小户型收纳心得| 晚安视频
35004036,BV1Tb411P7ho,61321373,3349,1540981676,07:13,170160,【嫂】做作精分的自我修养| 宁愿窒息也别买|爆炸好看回购八百年|美瞳分享
36016114,BV1Ut41127hu,63223512,713,1542276814,13:56,223879,【嫂】GRWM瑕疵皮到奶油肌 | 牛奶杏子妆 | 聊聊生活中如何解压
36579241,BV1nt411y7tb,64233493,14143,1542964985,09:33,239806,【痣0】从黄皮到白皮 我经历了啥?！贫民窟女孩美白分享 |低成本 全干货|想白?进来!
36868459,BV19t41197Bm,64753926,1013,1543302044,16:48,181775,【独居日记#01】和我一起过一天 |聊聊考研&高考 如何坚持|
